index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
772,type-null,generation-vii,nothing,battle-armor ,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,normal,None,534,95,95,95,95,95,59,19,1205,ordinary
773,silvally,generation-vii,type-null,rks-system ,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",normal,None,570,95,95,95,95,95,95,23,1005,legendary
774,minior,generation-vii,nothing,shields-down ,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",rock,flying,440,60,60,100,60,100,60,3,400,ordinary
775,komala,generation-vii,nothing,comatose ,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",normal,None,480,65,115,65,75,95,65,4,199,ordinary
776,turtonator,generation-vii,nothing,shell-armor ,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,fire,dragon,485,60,78,135,91,85,36,20,2120,ordinary
777,togedemaru,generation-vii,nothing,iron-barbs lightning-rod sturdy ,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",electric,steel,435,65,98,63,40,73,96,3,33,ordinary
778,mimikyu,generation-vii,nothing,disguise ,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,ghost,fairy,476,55,90,80,50,105,96,2,7,ordinary
779,bruxish,generation-vii,nothing,dazzling strong-jaw wonder-skin ,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",water,psychic,475,68,105,70,70,70,92,9,190,ordinary
780,drampa,generation-vii,nothing,berserk sap-sipper cloud-nine ,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",normal,dragon,485,78,60,85,135,91,36,30,1850,ordinary
781,dhelmise,generation-vii,nothing,steelworker ,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",ghost,grass,517,70,131,100,86,90,40,39,2100,ordinary
782,jangmo-o,generation-vii,nothing,bulletproof soundproof overcoat ,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,dragon,None,300,45,55,65,45,45,45,6,297,ordinary
783,hakamo-o,generation-vii,jangmo-o,bulletproof soundproof overcoat ,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,dragon,fighting,420,55,75,90,65,70,65,12,470,ordinary
784,kommo-o,generation-vii,hakamo-o,bulletproof soundproof overcoat ,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",dragon,fighting,600,75,110,125,100,105,85,16,782,ordinary
785,tapu-koko,generation-vii,nothing,electric-surge telepathy ,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,electric,fairy,570,70,115,85,95,75,130,18,205,legendary
786,tapu-lele,generation-vii,nothing,psychic-surge telepathy ,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,psychic,fairy,570,70,85,75,130,115,95,12,186,legendary
787,tapu-bulu,generation-vii,nothing,grassy-surge telepathy ,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",grass,fairy,570,70,130,115,85,95,75,19,455,legendary
788,tapu-fini,generation-vii,nothing,misty-surge telepathy ,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,water,fairy,570,70,75,115,95,130,85,13,212,legendary
789,cosmog,generation-vii,nothing,unaware ,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,psychic,None,200,43,29,31,29,31,37,2,1,legendary
790,cosmoem,generation-vii,cosmog,sturdy ,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",psychic,None,400,43,29,131,29,131,37,1,9999,legendary
791,solgaleo,generation-vii,cosmoem,full-metal-body ,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,psychic,steel,680,137,137,107,113,89,97,34,2300,legendary
792,lunala,generation-vii,cosmoem,shadow-shield ,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",psychic,ghost,680,137,113,89,137,107,97,40,1200,legendary
793,nihilego,generation-vii,nothing,beast-boost ,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,rock,poison,570,109,53,47,127,131,103,12,555,ordinary
794,buzzwole,generation-vii,nothing,beast-boost ,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",bug,fighting,570,107,139,139,53,53,79,24,3336,ordinary
795,pheromosa,generation-vii,nothing,beast-boost ,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",bug,fighting,570,71,137,37,137,37,151,18,250,ordinary
796,xurkitree,generation-vii,nothing,beast-boost ,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",electric,None,570,83,89,71,173,71,83,38,1000,ordinary
797,celesteela,generation-vii,nothing,beast-boost ,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,steel,flying,570,97,101,103,107,101,61,92,9999,ordinary
798,kartana,generation-vii,nothing,beast-boost ,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",grass,steel,570,59,181,131,59,31,109,3,1,ordinary
799,guzzlord,generation-vii,nothing,beast-boost ,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",dark,dragon,570,223,101,53,97,53,43,55,8880,ordinary
800,necrozma,generation-vii,nothing,prism-armor ,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",psychic,None,600,97,107,101,127,89,79,24,2300,legendary
801,magearna,generation-vii,nothing,soul-heart ,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",steel,fairy,600,80,95,115,130,115,65,10,805,mythical
802,marshadow,generation-vii,nothing,technician ,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",fighting,ghost,600,90,125,80,90,90,125,7,222,mythical
803,poipole,generation-vii,nothing,beast-boost ,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,poison,None,420,67,73,67,73,67,73,6,18,ordinary
804,naganadel,generation-vii,poipole,beast-boost ,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,poison,dragon,540,73,73,73,127,73,121,36,1500,ordinary
805,stakataka,generation-vii,nothing,beast-boost ,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,rock,steel,570,61,131,211,53,101,13,55,8200,ordinary
806,blacephalon,generation-vii,nothing,beast-boost ,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",fire,ghost,570,53,127,53,151,79,107,18,130,ordinary
807,zeraora,generation-vii,nothing,volt-absorb ,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",electric,None,600,88,112,75,102,80,143,15,445,mythical
808,meltan,generation-vii,nothing,magnet-pull ,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",steel,None,300,46,65,65,55,35,34,2,80,mythical
809,melmetal,generation-vii,meltan,iron-fist ,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",steel,None,600,135,143,143,80,65,34,25,8000,mythical
810,grookey,generation-viii,nothing,overgrow grassy-surge ,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",grass,None,310,50,65,50,40,40,65,3,50,ordinary
811,thwackey,generation-viii,grookey,overgrow grassy-surge ,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",grass,None,420,70,85,70,55,60,80,7,140,ordinary
812,rillaboom,generation-viii,thwackey,overgrow grassy-surge ,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",grass,None,530,100,125,90,60,70,85,21,900,ordinary
813,scorbunny,generation-viii,nothing,blaze libero ,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",fire,None,310,50,71,40,40,40,69,3,45,ordinary
814,raboot,generation-viii,scorbunny,blaze libero ,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,fire,None,420,65,86,60,55,60,94,6,90,ordinary
815,cinderace,generation-viii,raboot,blaze libero ,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",fire,None,530,80,116,75,65,75,119,14,330,ordinary
816,sobble,generation-viii,nothing,torrent sniper ,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",water,None,310,50,40,40,70,40,70,3,40,ordinary
817,drizzile,generation-viii,sobble,torrent sniper ,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",water,None,420,65,60,55,95,55,90,7,115,ordinary
818,inteleon,generation-viii,drizzile,torrent sniper ,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",water,None,530,70,85,65,125,65,120,19,452,ordinary
819,skwovet,generation-viii,nothing,cheek-pouch gluttony ,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",normal,None,275,70,55,55,35,35,25,3,25,ordinary
820,greedent,generation-viii,skwovet,cheek-pouch gluttony ,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",normal,None,460,120,95,95,55,75,20,6,60,ordinary
821,rookidee,generation-viii,nothing,keen-eye unnerve big-pecks ,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",flying,None,245,38,47,35,33,35,57,2,18,ordinary
822,corvisquire,generation-viii,rookidee,keen-eye unnerve big-pecks ,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",flying,None,365,68,67,55,43,55,77,8,160,ordinary
823,corviknight,generation-viii,corvisquire,pressure unnerve mirror-armor ,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,flying,steel,495,98,87,105,53,85,67,22,750,ordinary
824,blipbug,generation-viii,nothing,swarm compound-eyes telepathy ,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",bug,None,180,25,20,20,25,45,45,4,80,ordinary
825,dottler,generation-viii,blipbug,swarm compound-eyes telepathy ,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",bug,psychic,335,50,35,80,50,90,30,4,195,ordinary
826,orbeetle,generation-viii,dottler,swarm frisk telepathy ,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",bug,psychic,505,60,45,110,80,120,90,4,408,ordinary
827,nickit,generation-viii,nothing,run-away unburden stakeout ,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",dark,None,245,40,28,28,47,52,50,6,89,ordinary
828,thievul,generation-viii,nickit,run-away unburden stakeout ,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",dark,None,455,70,58,58,87,92,90,12,199,ordinary
829,gossifleur,generation-viii,nothing,cotton-down regenerator effect-spore ,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",grass,None,250,40,40,60,40,60,10,4,22,ordinary
830,eldegoss,generation-viii,gossifleur,cotton-down regenerator effect-spore ,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,grass,None,460,60,50,90,80,120,60,5,25,ordinary
831,wooloo,generation-viii,nothing,fluffy run-away bulletproof ,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",normal,None,270,42,40,55,40,45,48,6,60,ordinary
832,dubwool,generation-viii,wooloo,fluffy steadfast bulletproof ,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",normal,None,490,72,80,100,60,90,88,13,430,ordinary
833,chewtle,generation-viii,nothing,strong-jaw shell-armor swift-swim ,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,water,None,284,50,64,50,38,38,44,3,85,ordinary
834,drednaw,generation-viii,chewtle,strong-jaw shell-armor swift-swim ,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",water,rock,485,90,115,90,48,68,74,10,1155,ordinary
835,yamper,generation-viii,nothing,ball-fetch rattled ,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",electric,None,270,59,45,50,40,50,26,3,135,ordinary
836,boltund,generation-viii,yamper,strong-jaw competitive ,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,electric,None,490,69,90,60,90,60,121,10,340,ordinary
837,rolycoly,generation-viii,nothing,steam-engine heatproof flash-fire ,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",rock,None,240,30,40,50,40,50,30,3,120,ordinary
838,carkol,generation-viii,rolycoly,steam-engine flame-body flash-fire ,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,rock,fire,410,80,60,90,60,70,50,11,780,ordinary
839,coalossal,generation-viii,carkol,steam-engine flame-body flash-fire ,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",rock,fire,510,110,80,120,80,90,30,28,3105,ordinary
840,applin,generation-viii,nothing,ripen gluttony bulletproof ,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",grass,dragon,260,40,40,80,40,40,20,2,5,ordinary
841,flapple,generation-viii,applin,ripen gluttony hustle ,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",grass,dragon,485,70,110,80,95,60,70,3,10,ordinary
842,appletun,generation-viii,applin,ripen gluttony thick-fat ,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",grass,dragon,485,110,85,80,100,80,30,4,130,ordinary
843,silicobra,generation-viii,nothing,sand-spit shed-skin sand-veil ,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",ground,None,315,52,57,75,35,50,46,22,76,ordinary
844,sandaconda,generation-viii,silicobra,sand-spit shed-skin sand-veil ,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",ground,None,510,72,107,125,65,70,71,38,655,ordinary
845,cramorant,generation-viii,nothing,gulp-missile ,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",flying,water,475,70,85,55,85,95,85,8,180,ordinary
846,arrokuda,generation-viii,nothing,swift-swim propeller-tail ,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",water,None,280,41,63,40,40,30,66,5,10,ordinary
847,barraskewda,generation-viii,arrokuda,swift-swim propeller-tail ,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",water,None,490,61,123,60,60,50,136,13,300,ordinary
848,toxel,generation-viii,nothing,rattled static klutz ,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",electric,poison,242,40,38,35,54,35,40,4,110,ordinary
849,toxtricity,generation-viii,toxel,punk-rock plus technician ,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",electric,poison,502,75,98,70,114,70,75,16,400,ordinary
850,sizzlipede,generation-viii,nothing,flash-fire white-smoke flame-body ,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,fire,bug,305,50,65,45,50,50,45,7,10,ordinary
851,centiskorch,generation-viii,sizzlipede,flash-fire white-smoke flame-body ,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",fire,bug,525,100,115,65,90,90,65,30,1200,ordinary
852,clobbopus,generation-viii,nothing,limber technician ,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",fighting,None,310,50,68,60,50,50,32,6,40,ordinary
853,grapploct,generation-viii,clobbopus,limber technician ,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,fighting,None,480,80,118,90,70,80,42,16,390,ordinary
854,sinistea,generation-viii,nothing,weak-armor cursed-body ,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",ghost,None,308,40,45,45,74,54,50,1,2,ordinary
855,polteageist,generation-viii,sinistea,weak-armor cursed-body ,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",ghost,None,508,60,65,65,134,114,70,2,4,ordinary
856,hatenna,generation-viii,nothing,healer anticipation magic-bounce ,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",psychic,None,265,42,30,45,56,53,39,4,34,ordinary
857,hattrem,generation-viii,hatenna,healer anticipation magic-bounce ,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",psychic,None,370,57,40,65,86,73,49,6,48,ordinary
858,hatterene,generation-viii,hattrem,healer anticipation magic-bounce ,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,psychic,fairy,510,57,90,95,136,103,29,21,51,ordinary
859,impidimp,generation-viii,nothing,prankster frisk pickpocket ,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",dark,fairy,265,45,45,30,55,40,50,4,55,ordinary
860,morgrem,generation-viii,impidimp,prankster frisk pickpocket ,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",dark,fairy,370,65,60,45,75,55,70,8,125,ordinary
861,grimmsnarl,generation-viii,morgrem,prankster frisk pickpocket ,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",dark,fairy,510,95,120,65,95,75,60,15,610,ordinary
862,obstagoon,generation-viii,linoone,reckless guts defiant ,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,dark,normal,520,93,90,101,60,81,95,16,460,ordinary
863,perrserker,generation-viii,meowth,battle-armor tough-claws steely-spirit ,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,steel,None,440,70,110,100,50,60,50,8,280,ordinary
864,cursola,generation-viii,corsola,weak-armor perish-body ,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,ghost,None,510,60,95,50,145,130,30,10,4,ordinary
865,sirfetchd,generation-viii,farfetchd,steadfast scrappy ,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",fighting,None,507,62,135,95,68,82,65,8,1170,ordinary
866,mr-rime,generation-viii,mr-mime,tangled-feet screen-cleaner ice-body ,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,ice,psychic,520,80,85,75,110,100,70,15,582,ordinary
867,runerigus,generation-viii,yamask,wandering-spirit ,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",ground,ghost,483,58,95,145,50,105,30,16,666,ordinary
868,milcery,generation-viii,nothing,sweet-veil aroma-veil ,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,fairy,None,270,45,40,40,50,61,34,2,3,ordinary
869,alcremie,generation-viii,milcery,sweet-veil aroma-veil ,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",fairy,None,495,65,60,75,110,121,64,3,5,ordinary
870,falinks,generation-viii,nothing,battle-armor defiant ,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",fighting,None,470,65,100,100,70,60,75,30,620,ordinary
871,pincurchin,generation-viii,nothing,lightning-rod electric-surge ,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",electric,None,435,48,101,95,91,85,15,3,10,ordinary
872,snom,generation-viii,nothing,shield-dust ice-scales ,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",ice,bug,185,30,25,35,45,30,20,3,38,ordinary
873,frosmoth,generation-viii,snom,shield-dust ice-scales ,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,ice,bug,475,70,65,60,125,90,65,13,420,ordinary
874,stonjourner,generation-viii,nothing,power-spot ,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",rock,None,470,100,125,135,20,20,70,25,5200,ordinary
875,eiscue,generation-viii,nothing,ice-face ,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,ice,None,470,75,80,110,65,90,50,14,890,ordinary
876,indeedee,generation-viii,nothing,inner-focus synchronize psychic-surge ,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",psychic,normal,475,60,65,55,105,95,95,9,280,ordinary
877,morpeko,generation-viii,nothing,hunger-switch ,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",electric,dark,436,58,95,58,70,58,97,3,30,ordinary
878,cufant,generation-viii,nothing,sheer-force heavy-metal ,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",steel,None,330,72,80,49,40,49,40,12,1000,ordinary
879,copperajah,generation-viii,cufant,sheer-force heavy-metal ,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,steel,None,500,122,130,69,80,69,30,30,6500,ordinary
880,dracozolt,generation-viii,nothing,volt-absorb hustle sand-rush ,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",electric,dragon,505,90,100,90,80,70,75,18,1900,ordinary
881,arctozolt,generation-viii,nothing,volt-absorb static slush-rush ,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,electric,ice,505,90,100,90,90,80,55,23,1500,ordinary
882,dracovish,generation-viii,nothing,water-absorb strong-jaw sand-rush ,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,water,dragon,505,90,90,100,70,80,75,23,2150,ordinary
883,arctovish,generation-viii,nothing,water-absorb ice-body slush-rush ,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",water,ice,505,90,90,100,80,90,55,20,1750,ordinary
884,duraludon,generation-viii,nothing,light-metal heavy-metal stalwart ,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",steel,dragon,535,70,95,115,120,50,85,18,400,ordinary
885,dreepy,generation-viii,nothing,clear-body infiltrator cursed-body ,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",dragon,ghost,270,28,60,30,40,30,82,5,20,ordinary
886,drakloak,generation-viii,dreepy,clear-body infiltrator cursed-body ,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,dragon,ghost,410,68,80,50,60,50,102,14,110,ordinary
887,dragapult,generation-viii,drakloak,clear-body infiltrator cursed-body ,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",dragon,ghost,600,88,120,75,100,75,142,30,500,ordinary
888,zacian,generation-viii,nothing,intrepid-sword ,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",fairy,None,660,92,120,115,80,115,138,28,1100,legendary
889,zamazenta,generation-viii,nothing,dauntless-shield ,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",fighting,None,660,92,120,115,80,115,138,29,2100,legendary
890,eternatus,generation-viii,nothing,pressure ,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,poison,dragon,690,140,85,95,145,95,130,200,9500,legendary
891,kubfu,generation-viii,nothing,inner-focus ,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,fighting,None,385,60,90,60,53,50,72,6,120,legendary
892,urshifu,generation-viii,kubfu,unseen-fist ,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,fighting,dark,550,100,130,100,63,60,97,19,1050,legendary
893,zarude,generation-viii,nothing,leaf-guard ,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",dark,grass,600,105,120,105,70,95,105,18,700,mythical
894,regieleki,generation-viii,nothing,transistor ,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,electric,None,580,80,100,50,100,50,200,12,1450,legendary
895,regidrago,generation-viii,nothing,dragons-maw ,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,dragon,None,580,200,100,50,100,50,80,21,2000,legendary
896,glastrier,generation-viii,nothing,chilling-neigh ,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",ice,None,580,100,145,130,65,110,30,22,8000,legendary
897,spectrier,generation-viii,nothing,grim-neigh ,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,ghost,None,580,100,65,60,145,80,130,20,445,legendary
898,calyrex,generation-viii,nothing,unnerve ,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",psychic,grass,500,100,80,80,80,80,80,11,77,legendary
899,wyrdeer,generation-viii,stantler,intimidate frisk sap-sipper ,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,normal,psychic,525,103,105,72,105,75,65,18,951,ordinary
900,kleavor,generation-viii,scyther,swarm sheer-force sharpness ,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",bug,rock,500,70,135,95,45,70,85,18,890,ordinary
901,ursaluna,generation-viii,ursaring,guts bulletproof unnerve ,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,ground,normal,550,130,140,105,45,80,50,24,2900,ordinary
902,basculegion,generation-viii,basculin,swift-swim adaptability mold-breaker ,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,water,ghost,530,120,112,65,80,75,78,30,1100,ordinary
903,sneasler,generation-viii,sneasel,pressure unburden poison-touch ,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",fighting,poison,510,80,130,60,40,80,120,13,430,ordinary
904,overqwil,generation-viii,qwilfish,poison-point swift-swim intimidate ,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,dark,poison,510,85,115,95,65,65,85,25,605,ordinary
905,enamorus,generation-viii,nothing,cute-charm contrary ,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",fairy,flying,580,74,115,70,135,80,106,16,480,legendary
906,sprigatito,generation-ix,nothing,overgrow protean ,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,grass,None,310,40,61,54,45,45,65,4,41,ordinary
907,floragato,generation-ix,sprigatito,overgrow protean ,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",grass,None,410,61,80,63,60,63,83,9,122,ordinary
